Recipe Title,Category,Ingredients,Instructions,Prep Time,Cook Time,Total Time,Servings
Izzah's Lachha Paratha (Layered Flatbread),ramadan,"['2 cups atta durum wheat flour, plus more for dusting', '1 cup water  + 2 tablespoon water if needed', '¼ teaspoon salt or to taste', 'Spreadable butter as needed oil or ghee may also be used']","['Combine the atta and salt in the bowl of a stand mixer fitted with a dough attachment.', 'Turn the mixer on to medium speed to start mixing. Slowly add in 1 cup of water, letting it mix with the dough before adding more. If the dough seems dry, add the additional 2 tablespoon of water. If it seems too wet, dust it with a little more atta.', 'Continue to knead on medium speed until a smooth, dry, and flexible ball of dough forms. It should start wrapping itself around the dough attachment.', 'Remove the dough, place in an airtight container, and refrigerate until ready to use. (It is nice, but not necessary, to let the dough rest for 10-15 minutes to allow the gluten to develop. It makes it easier to handle.)', 'Once you are ready to cook the parathas, place spreadable butter, atta for dusting, and a rolling pin near your workstation. Dust your fingers with the dry atta, and take a medium-sized piece of dough (around 90-100 grams) and form into a round ball. Dust the atta on both sides, pressing to form a patty about 3 inches in diameter.', 'Meanwhile, heat a tawa, heavy-bottomed (preferably cast iron) or flat griddle over medium heat.', 'While the tawa is heating, roll the paratha out to 5-6 inches in diameter and spread about 2 teaspoon of butter onto the flattened dough. If your butter is cold, dotting pieces of it onto the dough is fine too.', 'Fold in half from the top to the bottom. Then spread 1 teaspoon of butter onto the folded dough. Starting from the top, roll down swiss-roll style until a long log is formed. Roll this log, especially from the middle, to make it thinner and as even as possible until it’s about 18 inches long. Then roll tightly into itself from one edge to another. It will look like a cinnamon roll from top. Toward the end, secure the loose end of the dough gently toward the center. Dust both sides with the atta again and roll this out once more until it is around 8-9 inches in diameter. Dust as needed while rolling and do not apply too much pressure.', 'Place the paratha on the hot tawa. As the bottom of the paratha begins to cook, add 1-2 teaspoon of butter to the top. Once the bottom is partly cooked (this will take about 10-15 seconds), use a spatula to flip over and add butter on the other side. Cook on both sides for 2-3 minutes, adding butter to dry spots as needed. Once the paratha is golden and crispy on both sides, remove from heat.']",N/A,N/A,N/A,4
Fruit Chaat (Fruit salad),ramadan,"['2 Honeycrisp apples diced in roughly 1-inch pieces', '6 guavas diced in roughly 1-inch pieces', 'Seeds of 2 pomegranates', '2 bananas sliced crosswise, roughly 1-inch thick', 'Juice of one orange', '1 – 2 tablespoon of fine sugar', 'Salt and pepper to taste use with restraint since chaat masala is already salty', '1 ½ teaspoon of chaat masala']","['Throw chopped fruit in a large bowl. Season with salt, pepper and chaat masala. Stir, taste, adjust.', 'Squeeze the juice of the orange on the salad, and stir to coat.', 'Sprinkle sugar, and stir to coat again.', 'Taste, and adjust.']",N/A,N/A,N/A,6
Asghar's Lobia Chawal (Red Beans with Rice),ramadan,"['2 cups basmati rice', '1 cup red beans rinsed and soaked overnight', 'Salt to taste I put in about 2 tbsp', '1 tablespoon cumin seeds']","['Bring a large pot of water, about 5 quarts, to a boil.', 'Add red beans, cover pot with lid, and let it simmer for roughly 2 hours or till beans are soft.', 'While beans are cooking, wash basmati rice well, and let them soak in water.', 'About an hour in, add salt and cumin seeds to the beans. Keep an eye on the water to make sure you have enough leftover for the rice. If you are running low, add hot water as needed. I added about 3 cups worth.', ""Once the beans are cooked through, check for salt, and add more if needed. Again, check if you have enough water leftover to boil the rice. If you don't, add hot water now."", 'Remove from heat, and let it cool for about 20 minutes.', 'After it has cooled down, bring the water back to boil, and add rice.', 'Cover the pot with a tight-fitting lid, and let rice and beans simmer on medium heat till the rice has absorbed the water, about 8-10 minutes.', 'Tightly wrap the lid with a cloth, and place securely back on the pot. Dial heat to the lowest point, and let rice steam undisturbed for 12 minutes.\xa0Remove from heat.', 'Place rice on platter and fluff with a fork, taking care not to smash the beans.']",N/A,N/A,N/A,6
Palak Pakoray (Spinach Fritters),ramadan,"['2 cups besan/gram flour (can be found in South Asian grocery stores)', '1 cup water', 'Salt to taste', '2 teaspoon coriander seeds roasted and ground', '2 teaspoon red chilli flakes', '¼ teaspoon baking soda', '1 bunch spinach leaves trimmed and halved', '½ cup canola/sunflower/vegetable oil + more as needed']","[""Place the besan in a large bowl and add salt, ground coriander seeds, chili flakes and baking soda. Slowly pour in the water, whisking it in till the mixture is consistent (it shouldn't be watery or too thick)."", ""Heat a small saucepan (I used a 2 qt. saucepan) and add about ½ cup of oil or more if you'd like. Bring heat up to medium. Once the oil begins to simmer, begin to fry in small batches. Cover the spinach leaves with the flour batter and carefully drop the dredged spinach leaves on to the pan. Make sure their shape stays intact and don't overcrowd the pan. If the pakoras don't float up immediately, let the oil heat up a little more."", 'Fry each side till it becomes a medium brown. Flip. The timing will vary based on the heat of the pan. Bring the heat down to low if the pan begins to overheat and pakoras begin to burn easily', 'Transfer fried pakoras on paper towels to absorb excess oil.']",5 minutes,35 minutes,N/A,4
Pakistani Style Spicy Deep-Fried Shrimp,seafood,"['1 pound ~500 grams jumbo shrimp or prawn  peeled, deveined and thawed']","['In a large bowl, add the beaten egg and all marinade ingredients (cilantro, chili, ginger, garlic, salt, red chili powder and lemon juice). Mix until well-blended.', 'Add shrimp/prawn to the marinade, and coat well. Set aside.', 'In another large bowl, get the batter ready. Add 1 cup flour, baking soda, white pepper and salt. Mix well. Add water gradually, mixing it with a fork until well-blended. It’s okay if the mixture is a bit stiff.', 'Drain the egg marinade into the batter mixture, leaving the shrimp/prawn behind.', 'Beat the egg marinade into the flour batter with a fork until smooth. Make sure there are no lumps.', 'Now get your frying station ready. In a separate plate or bowl, pour ½ all purpose flour to coat the shrimp/prawn, and place it right besides the stove. In a small saucepan, heat oil.', 'Dip the shrimp/prawn into the batter, and then coat it really well with the dry flour. Spoon the flour over it if you have to, and add more as needed.', 'Once the oil is hot, gradually lower the battered shrimp into saucepan, and fry each side for roughly 1 ½ minute until crispy. Once the oil is piping hot, you can gradually lower the heat as you make your way to the rest of the shrimp/prawn.', 'Line a serving plate or bowl with a paper towel. Once done, place the prepared shrimp/prawn on it to drain.', 'Serve hot with a dipping sauce of your choice.']",10 minutes,30 minutes,40 minutes,8
Hina's Frontier Style Fried Fish,seafood,"['1 ½ pound fish fillet, preferably freshwater trout  cleaned and sliced in 4 pieces lengthwise', '1 tsp  salt or to taste', '2 teaspoon red chili powder', '¾ cup oil or as needed canola, vegetable or sunflower']","['Pat your fish fillet dry with a paper towel. Generously season it with salt and red chili powder and set aside to marinade for 15 minutes.', 'In a deep saucepan or wok, heat oil. When hot, carefully place the fish fillet in the wok with a slotted spoon and fry each side for about two minutes or until golden brown.', 'Drain on paper towels or newspaper.', 'Serve with naan and lime or lemon wedges.']",20 minutes,10 minutes,30 minutes,4
30-Minute Sindhi Style Prawn Fry,seafood,"['¼ cup oil canola, sunflower or vegetable', '½ pound shrimp or prawn pre-cooked and thawed', '½ teaspoon salt or to taste', '½ yellow onion thinly sliced in half rings', '1 teaspoon cumin seeds', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 teaspoon cumin powder', '1 teaspoon coriander powder', '½ teaspoon garam masala powder', '½ teaspoon red chili flakes', '2 bird eye’s chilies finely chopped', '2 tablespoon cilantro  finely chopped']","['Heat ¼ cup of neutral oil in a saucepan. Add shrimp or prawn, salt, and fry for 5-7 minutes until cooked through.', 'Remove from saucepan and drain on paper towel.', 'Reheat remaining oil and add cumin seeds. Fry for 30 seconds or until aromatic.', 'Add chopped onion and fry for 5-7 minutes until limp and translucent.', 'Add crushed ginger and garlic, and fry for 30 seconds to 1 minutes.', 'Add ground spices and fry for 1 minute, until they stop smelling raw. Add a splash water to deglaze the pan if needed.', 'Add diced chilies, cilantro, and cooked shrimp/prawns. Fry and coat in the masala for a couple of minutes. Serve immediately with roti or naan.']",5 minutes,20 minutes,25 minutes,4
Prawn Biryani,seafood,"['2 ½ cups basmati rice washed in several changes of water', '4 small green cardamoms', '2 large black cardamoms', '2- inch cinnamon stick', '2 bay leaves optional', 'Salt to taste']","['Bring a large pot of water (minimum of about 4 quart) to a rolling boil. Bring to a simmer and add small and large cardamom, cinnamon stick, bay leaves and salt (I add about 1 tbsp).', 'Add rice and cook on low heat for not more than 5 - 7 minutes. Once the rice is half-cooked, immediately drain it into a colander* (See Notes for how I sequence this step).', 'Heat oil in a heavy-bottomed stockpot. Once it begins to shimmer, brown onions on medium-low heat for 10 - 15 minutes till they color evenly (medium to deep brown). Traditionally in a biryani, you are supposed to brown onions for close to half an hour on low heat. For that, you require a very heavy-bottomed pan that allows you to brown them without burning them. Since I use a simple stainless steel stockpot, I stick to about 10 minutes.', 'Add a little bit of salt (I add about ½ teaspoon at this stage).', 'Add crushed ginger and garlic and stir for roughly 30 seconds – 1 minute. Make sure they don’t burn.', 'Add cumin powder, coriander powder, red chili flakes and turmeric powder** (see Notes on best practice). Do a taste test and if you want to add more salt, do it now (I add another ½ teaspoon here). Stir for roughly a minute or two till they stop smelling raw. Deglaze the pan with a splash of water if needed.', 'Increase heat and add chopped tomatoes. Stir continuously till the tomatoes become soft and break down, about 5-7 minutes.', 'Add prawn and stir on high heat for about 5-7 minutes till it’s fully cooked.', 'Add chopped green chili and cilantro. Remove from heat.', 'In a separate stockpot, add half of the cooked rice. If you are using saffron, lightly dry-roast the saffron threads in an empty frying pan and then crumble them into a little bit of hot milk or water. Pour half of it on the rice and give a quick stir to spread the color. Rushdie also adds some butter at this stage.', 'Put the prawns on the bed of rice and cover with layer of remaining rice. Pour the rest of the saffron on top of the rice and stir gently without disturbing the prawn masala.', 'To put the biryani on ‘dum’, turn the heat up and then, dial it to the lowest point. Tightly wrap the lid with a cotton cloth and cover the biryani with it for about 10 minutes.', 'Once ready, gently mix the prawn and rice (taking special care to not break the rice) and place in large serving platter. Garnish with fresh cilantro and chilies.']",20 minutes,1 hour,1 hour,6
Quick Lobia Masala (White Beans with Tomatoes),sides,"['2 tablespoon neutral oil', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon coriander powder', '2 roma tomatoes roughly chopped', '½ teaspoon salt or to taste', '½ teaspoon red chili flakes', '1 15-ounce can of white beans', 'Juice of ½ lemon', '2 tablespoon diced cilantro']","['Heat oil in saucepan. Add chopped onion and fry on medium-low heat until evenly brown, about 10 minutes.', 'Add crushed ginger and garlic and fry for roughly one minute or until fragrant.', 'Add coriander powder and fry for another minute until fragrant.', 'Increase heat to high, and add chopped tomatoes, salt and red chili flakes. Fry until soft, about 7 - 10 minutes.', 'Add white beans and stir well. Bring down heat to medium, and let the beans simmer in the masala for another 5 minutes.', 'Remove from heat and place in serving bowl. Top with lemon juice and diced cilantro for garnish.']",10 minutes,25 minutes,35 minutes,4
Spicy Aloo Sabzi (Potato Curry),sides,"['⅓ cup neutral oil canola/sunflower/vegetable', '½ teaspoon kalonji (nigella seeds)', '4 (~9 ounces or 250 grams) small onions thinly sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '½ teaspoon turmeric powder', '1 teaspoon coriander powder', '1 teaspoon red chili powder', '1 teaspoon salt or to taste', '2 roma tomatoes roughly chopped', ""1 bird's eye chili  diced"", '3 (~1 pound or 500 grams) potatoes peeled and diced in ¾ to 1-inch cubes', '½ cup cilantro finely chopped', 'Juice of ½ lemon']","['Heat oil. Add kalonji (nigella seeds) and fry for a few seconds until they begin to pop.', 'Add chopped onion and brown on medium-low heat for 5-7 minutes.', 'Add crushed ginger and garlic and fry for 30 seconds or until fragrant.', 'Add ground spices (turmeric, red chili and coriander powder) and fry for 30 seconds – 1 minute until aromatic. Splash with water to deglaze the pan if necessary.', 'Add chili, tomatoes and salt. Fry on high heat to soften the tomatoes, about 5 minutes.', 'Add potatoes and stir well to coat in masala.', 'Add ½ - 1 cup water - just enough to cover the potatoes - and bring to boil. Lower heat and let the masala simmer in uncovered saucepan until potatoes are done. Check for salt and spice, and adjust as necessary.', 'Turn off heat and gently fold in diced cilantro. Top with lemon juice. Place a tight fitting lid on the saucepan and let the potatoes steam for another 5 minutes.']",15 minutes,20 minutes,35 minutes,4
